hai,4291
aku,3463
ya,3117
ini,1796
oke,1591
yang,1442
ada,1367
udah,1307
nggak,1286
itu,1232
di,1107
bisa,1024
kita,1011
enggak,983
sih,958
kamu,916
mau,799
nih,770
lagi,718
apa,678
kalau,664
kalian,610
iya,609
aja,601
gitu,558
tuh,512
gimana,492
jadi,488
juga,465
dulu,444
tadi,443
tapi,433
ke,432
kayak,421
nah,405
sini,398
banget,392
saya,388
tahu,372
kan,359
deh,347
dari,343
mana,336
jangan,331
dan,327
kok,318
nanti,314
kau,313
ayo,296
sama,290
punya,285
terus,277
kenapa,273
satu,272
mati,270
kasih,267
pakai,266
semua,258
bikin,253
bukan,245
harus,245
masih,244
buat,232
butuh,232
hehehe,219
aduh,219
tidak,214
belum,210
hah,199
dong,196
makan,195
ngomong,194
atau,191
yo,191
dia,191
untuk,190
karena,187
halo,186
siapa,182
nya,179
terima,176
coba,171
banyak,167
orang,166
lebih,162
lihat,159
mungkin,153
paling,153
maaf,151
sekarang,149
boleh,149
sampai,147
loh,143
makasih,143
gak,138
emang,135
suka,129
yah,128
ngasih,126
bagus,126
hari,124
apa-apa,124
sudah,123
mereka,122
dengan,122
soalnya,120
minum,116
baru,115
ayah,112
akan,110
tidur,110
air,110
maksudnya,110
kali,107
baca,107
lah,107
biar,105
cat,105
pas,103
yuk,102
langsung,102
tak,101
semuanya,101
habis,101
disini,99
sabar,98
bentar,98
sendiri,97
cuma,96
gini,96
lupa,95
sekali,91
dua,90
serius,90
pernah,88
bilang,88
tolong,88
pulau,88
salah,86
jam,85
anda,85
begitu,85
enak,84
ngerti,84
ngapain,84
indonesia,81
plastik,80
kayaknya,79
namanya,79
gue,78
woi,76
ambil,76
hujan,76
hanya,76
gede,76
doang,75
nama,74
cara,74
pada,74
si,74
naik,73
bohong,72
makanya,71
daun,71
om,70
wah,69
lain,69
semangat,69
cukup,69
pengen,68
pasti,68
takut,68
ikan,67
waktu,66
saja,66
benar,66
memang,65
akhirnya,65
malam,65
bingung,65
besok,64
nonton,64
teh,63
baik,63
situ,63
betul,63
mbak,62
susah,62
tinggal,62
kami,62
teteh,61
hiu,61
ternyata,61
cerita,61
tenang,61
dah,61
apaan,61
tunggu,60
usah,60
sebenarnya,60
mah,60
harusnya,60
teori,60
hilang,60
katanya,59
kurang,59
balik,59
hei,59
sangat,59
ia,58
rumah,58
pokoknya,58
mulai,57
oleh,57
keren,57
masuk,57
batu,57
suara,57
nyanyi,56
serem,56
tempat,56
jalan,56
lanjut,55
donasinya,55
adalah,54
bawah,54
beneran,53
berarti,52
gila,52
cepat,52
nene,52
semoga,51
selesai,51
penting,51
anjing,51
astaga,51
kemarin,50
bahasa,50
caranya,50
menit,50
keluar,50
bakal,50
jatuh,50
nanya,50
misalnya,50
kah,50
kemana,50
perlu,49
bener,49
mami,49
minta,49
udahlah,49
depan,49
laut,48
bisa-bisa,48
gua,48
lama,47
pergi,47
dalam,47
kobo,47
beli,47
um,46
saat,46
sana,46
lu,46
kecil,46
jauh,46
berapa,46
dapat,46
tiga,45
hati,45
begini,45
fishing,45
dayung,45
allah,44
aneh,44
masa,44
mari,44
tahun,43
biasanya,43
kuda,43
makanan,43
siap,42
cepet,42
ntar,42
cetak,42
tengah,42
belajar,42
mancing,42
sambil,41
kiri,41
ndak,41
setelah,41
neng,41
cuman,41
buka,41
inget,40
cari,40
ela,40
kak,40
sakit,40
turun,39
sering,39
anak,39
burung,39
bareng,39
yaudah,39
horor,39
dimana,39
tet,39
pun,38
ketawa,38
sore,38
sedang,38
pagi,38
percaya,38
ngambil,38
tersisa,38
bola,38
atas,37
tanya,37
terlalu,37
kapan,36
kapal,36
mandi,36
barang,36
kelihatan,36
sekolah,36
mata,36
udah-udah,36
kek,36
gelas,36
waduh,35
sesuatu,35
taruh,35
melihat,35
lucu,35
lalu,35
tiba-tiba,35
tau,34
yaitu,34
biasa,34
pertama,34
aman,34
mobil,34
empat,33
tetap,33
bukannya,33
bobok,33
seorang,33
menjadi,33
terakhir,33
kamar,33
disitu,33
sepatu,33
apakah,33
sebelum,32
tutup,32
parah,32
jika,32
sebagai,32
lagu,32
ceritanya,32
kubu,32
ingin,32
duit,32
ampun,31
kowe,31
seperti,31
ingat,31
dapet,31
makin,31
ada-ada,31
pulang,31
detik,31
hidup,30
ella,30
bu,30
weh,30
cantik,30
berhenti,30
ibu,30
ngetik,30
nia,30
jadinya,30
tentang,29
kayla,29
kira,29
tangan],29
sibuk,29
kata,29
pikir,29
sayang,29
lima,29
donasi,29
bapak,29
kena,28
tinggi,28
dikit,28
datang,28
selalu,28
[tepuk,28
kesini,28
kerja,28
toh,28
apalagi,28
pak,28
beberapa,28
bawa,28
reza,28
ininya,28
dek,28
belakang,28
musuh,28
jelek,27
pohon,27
berenang,27
pencet,27
pintu,27
lainnya,27
sebentar,27
hari-hari,27
santai,27
ngaku,27
ye,27
just,26
nangis,26
mulu,26
selamat,26
bintang,26
menurut,26
mending,26
marah,26
awas,26
mudah,26
inventory,26
agak,25
anu,25
kadang,25
lewat,25
diri,25
jelas,25
malah,25
kirim,25
setiap,25
ketika,25
arah,25
kayu,25
maunya,24
hihihi,24
muah,24
cek,24
rezeki,24
tua,24
ama,24
spike,24
masalah,24
awal,24
asing,24
merah,24
ngelihat,24
beban,24
baterai,24
demi,23
mohon,23
senang,23
capek,23
minggu,23
korea,23
kenal,23
diam,23
maju,23
segala,23
gitar,23
dengar,23
diambil,23
noah,23
nenek,23
laper,23
mundur,23
cewek,22
biji,22
kaya,22
ngantuk,22
silakan,22
males,22
muka,22
net,22
ulang,22
dipakai,22
seneng,22
pindah,22
artinya,22
itulah,22
doa,22
ngelag,22
nyari,22
adanya,22
temen,22
berdua,22
menggunakan,22
terjadi,22
bersih,22
beda,21
segitu,21
susu,21
slank,21
ngechat,21
juta,21
bang,21
bangun,21
duluan,21
pa-pa,21
fokus,21
teman,21
denger,21
benar-benar,21
sebelah,21
lapar,21
dimakan,21
gamenya,21
melakukan,21
ganti,20
noh,20
cowok,20
ayam,20
pertanyaan,20
ikut,20
bagaimana,20
wek,20
bos,20
kupu-kupu,20
ketemu,20
muter,20
foto,20
nyah,20
nyata,20
kanan,20
siang,20
muncul,20
suaranya,20
lantai,20
pancingan,20
kepada,19
nunggu,19
berusaha,19
rambut,19
para,19
disuruh,19
nyuruh,19
pake,19
gas,19
jawab,19
sekalian,19
mainin,19
setengah,19
goblok,19
orang-orang,19
hingga,19
pacar,19
seblak,19
hantu,19
asyik,19
barusan,19
simi,19
acara,19
saga,19
kirain,19
barangnya,19
respon,19
itunya,19
smelter,19
engkau,18
yg,18
abis,18
kasihan,18
ngomongin,18
airnya,18
sedih,18
ku,18
ruang,18
luar,18
seru,18
dengerin,18
bobo,18
nomor,18
payung,18
bener-bener,18
dikasih,18
angkat,18
pistol,18
uang,18
lele,18
atuh,18
oi,18
teknik,18
nasinya,18
seseorang,18
temennya,18
bulan,18
gaya,18
orangnya,18
tiap,18
besar,18
lari,18
masak,18
hampir,17
sip,17
warna,17
tangan,17
entar,17
nilai,17
istri,17
panjang,17
chatnya,17
lex,17
sesuai,17
okelah,17
inggris,17
penghujan,17
nyampe,17
angin,17
er,17
tugas,17
jago,17
bertiga,17
akunya,17
menunggu,17
ngapa,17
cilor,17
kejadian,17
es,16
gara-gara,16
kaget,16
suruh,16
bahwa,16
jepang,16
pilih,16
ni,16
hal,16
ketik,16
emangnya,16
gelap,16
elah,16
putih,16
mas,16
annyeong,16
bunga,16
sampah,16
udahan,16
deket,16
jendela,16
nike,16
cilok,16
berdiri,16
panik,16
mu,15
kalo,15
rasa,15
wanita,15
bedanya,15
amin,15
kucing,15
kode,15
akhir-akhir,15
baju,15
jumat,15
rap,15
musik,15
jujur,15
bareng-bareng,15
sama-sama,15
dibaca,15
smp,15
kesana,15
yakin,15
koboi,15
naik-naik,15
tes,15
asal,15
keh,15
translate,15
haduh,15
tenet,15
asik,15
teman-teman,15
menang,15
gigi,15
berikutnya,15
hati-hati,15
ngepet,15
metode,15
huhuhu,14
asli,14
ngerjain,14
tanda,14
berani,14
ting,14
ngajak,14
senpai,14
setan,14
sebenernya,14
buku,14
kangen,14
segini,14
manusia,14
keluarga,14
cahaya,14
halus,14
kini,14
sebut,14
yoi,14
nikah,14
bocah,14
tukang,14
dekat,14
ara,14
bagi,14
tungguin,14
nyala,14
bermain,14
tatakae,14
sepertinya,14
pula,14
kakak,14
kelas,14
buang,14
jongkok,14
keluarin,14
kasur,14
jangkar,14
pasir,14
kembali,13
aneh-aneh,13
jodoh,13
supaya,13
topik,13
kunjung,13
selain,13
terserah,13
kegedean,13
bantu,13
manggil,13
pesan,13
kedua,13
hasilnya,13
gampang,13
mendengar,13
padahal,13
bom,13
sepi,13
sekitar,13
gunung,13
sinyal,13
kaca,13
apanya,13
daripada,13
duh,13
gini-gini,13
kamunya,13
naikin,13
rasanya,13
seksi,13
kabur,13
adek,13
operasi,13
tanpa,13
ngopi,13
crush,13
simpan,13
mid,13
ngomong-ngomong,12
cinta,12
sedikit,12
secara,12
indah,12
jiwa,12
semut,12
kepencet,12
malam-malam,12
walaupun,12
anaknya,12
kue,12
diem,12
selanjutnya,12
lho,12
tetapi,12
jasa,12
kagak,12
istirahat,12
gitulah,12
aligato,12
bunyi,12
samping,12
telah,12
api,12
seven,12
akhir,12
puasa,12
korean,12
kubur,12
dibilang,12
absen,12
lama-lama,12
telepon,12
neneng,12
sini-sini,12
ikannya,12
nenek-nenek,12
pintar,12
tersebut,12
membuat,12
klik,12
bau,12
kemana-mana,12
nono,12
permainan,12
rajin,12
kapalnya,12
pinjem,12
sayur,12
sage,12
ngobrol,11
indonesian,11
mikir,11
soal,11
mantap,11
wa,11
senyum,11
joe,11
ke-4,11
koleksi,11
ton,11
merasa,11
pantai,11
pong,11
walau,11
kira-kira,11
senin,11
canda,11
mainnya,11
inilah,11
trus,11
tanah,11
pikiran,11
aceh,11
foto-foto,11
andi,11
gato,11
listrik,11
cecak,11
file-nya,11
games,11
keras,11
dingin,11
ditunggu,11
pindahin,11
jangan-jangan,11
cepetan,11
berantem,11
caca,11
mencari,11
hoah,11
laku,11
bisanya,11
mimi,11
jaga,11
masing-masing,11
suatu,11
bahkan,11
bikinnya,11
prank,11
nulis,11
bodoh,11
efek,11
hammer,11
hiunya,11
grup,11
kontainer,11
sagu,11
ta,10
tertarik,10
sengaja,10
apapun,10
